churn_id,customer_id,churn_date,churn_reason,churn_category,competitor,days_since_last_activity
535,5283,2025-05-10,Competitor Offer,Commercial,Jio,6
536,5317,2025-03-18,Relocation,Other,None,43
537,5320,2025-02-10,High Price,Commercial,None,70
538,5325,2025-05-05,Relocation,Other,None,59
539,5332,2025-10-02,Personal Reasons,Other,None,70
540,5370,2025-03-21,High Price,Commercial,None,116
541,5405,2025-09-22,Service Quality,Service,None,13
542,5407,2025-07-26,Service Quality,Service,None,114
543,5411,2025-11-09,Personal Reasons,Other,None,22
544,5415,2025-03-20,Poor Network,Service,None,49
545,5417,2025-09-22,High Price,Commercial,None,12
546,5430,2025-03-30,Competitor Offer,Commercial,Vi,85
547,5431,2025-09-21,Poor Network,Service,None,80
548,5435,2025-07-12,Service Quality,Service,None,67
549,5444,2025-10-15,Poor Support,Service,None,80
550,5447,2025-05-22,Relocation,Other,None,18
551,5457,2025-07-16,Poor Network,Service,None,10
552,5460,2025-03-02,Relocation,Other,None,59
553,5475,2025-04-20,Relocation,Other,None,16
554,5481,2025-12-17,Poor Support,Service,None,71
555,5486,2025-05-28,Service Quality,Service,None,117
556,5507,2025-10-12,Service Quality,Service,None,99
557,5518,2025-06-24,High Price,Commercial,None,50
558,5519,2025-02-04,Poor Support,Service,None,119
559,5533,2025-06-04,Competitor Offer,Commercial,Airtel,86
560,5540,2025-11-06,Service Quality,Service,None,103
561,5551,2025-04-12,Competitor Offer,Commercial,Jio,64
562,5566,2025-05-28,Competitor Offer,Commercial,Vi,107
563,5573,2025-05-31,Poor Network,Service,None,94
564,5590,2025-07-01,Service Quality,Service,None,40
565,5593,2025-11-28,High Price,Commercial,None,106
566,5595,2025-02-10,Competitor Offer,Commercial,BSNL,7
567,5600,2025-06-23,Poor Network,Service,None,73
568,5612,2025-12-22,High Price,Commercial,None,16
569,5618,2025-03-06,Poor Network,Service,None,111
570,5620,2025-06-30,High Price,Commercial,None,63
571,5623,2025-08-29,Poor Network,Service,None,105
572,5639,2025-04-01,Relocation,Other,None,81
573,5641,2025-09-18,Relocation,Other,None,35
574,5645,2025-09-13,Competitor Offer,Commercial,Jio,33
575,5654,2025-04-14,Competitor Offer,Commercial,BSNL,111
576,5655,2025-04-25,Poor Support,Service,None,51
577,5663,2025-07-24,Poor Support,Service,None,37
578,5673,2025-08-07,Relocation,Other,None,97
579,5677,2025-12-29,Competitor Offer,Commercial,Vi,88
580,5679,2025-10-15,Poor Network,Service,None,44
581,5686,2025-05-02,Poor Support,Service,None,94
582,5687,2025-08-01,Relocation,Other,None,68
583,5706,2025-02-19,Poor Support,Service,None,20
584,5711,2025-08-29,Poor Network,Service,None,7
585,5721,2025-09-01,Service Quality,Service,None,76
586,5729,2025-08-17,Poor Network,Service,None,46
587,5737,2025-11-02,High Price,Commercial,None,30
588,5740,2025-12-20,High Price,Commercial,None,119
589,5749,2025-03-27,Personal Reasons,Other,None,22
590,5774,2025-09-17,High Price,Commercial,None,115
591,5779,2025-06-20,Service Quality,Service,None,115
592,5799,2025-05-12,Relocation,Other,None,34
593,5819,2025-02-12,Competitor Offer,Commercial,Vi,108
594,5822,2025-09-28,Competitor Offer,Commercial,BSNL,93
595,5833,2025-12-05,Poor Network,Service,None,55
596,5841,2025-08-18,Poor Support,Service,None,52
597,5875,2025-11-03,Relocation,Other,None,23
598,5898,2025-04-18,Competitor Offer,Commercial,Airtel,22
599,5904,2025-06-17,High Price,Commercial,None,8
600,5908,2025-10-10,High Price,Commercial,None,74
601,5911,2025-11-26,Personal Reasons,Other,None,93
602,5919,2025-08-11,Personal Reasons,Other,None,30
603,5922,2025-11-11,Poor Network,Service,None,5
604,5926,2025-12-13,Poor Support,Service,None,68
605,5953,2025-12-11,Service Quality,Service,None,39
606,5956,2025-06-03,Poor Network,Service,None,27
607,5961,2025-10-09,High Price,Commercial,None,64
608,5966,2025-06-22,Competitor Offer,Commercial,Airtel,111
609,5973,2025-05-24,Service Quality,Service,None,31
610,5997,2025-09-17,Service Quality,Service,None,64
611,6000,2025-02-14,Competitor Offer,Commercial,Vi,27
612,6018,2025-09-07,Poor Network,Service,None,115
613,6042,2025-08-10,Service Quality,Service,None,56
614,6048,2025-09-16,Service Quality,Service,None,40
615,6067,2025-03-24,Poor Network,Service,None,107
616,6075,2025-04-27,Personal Reasons,Other,None,45
617,6082,2025-06-13,Poor Support,Service,None,10
618,6091,2025-11-11,Relocation,Other,None,103
619,6104,2025-12-21,Competitor Offer,Commercial,BSNL,63
620,6111,2025-05-27,Relocation,Other,None,51
621,6134,2025-10-22,Poor Support,Service,None,40
622,6138,2025-03-05,Competitor Offer,Commercial,Vi,17
623,6139,2025-05-09,Personal Reasons,Other,None,90
624,6140,2025-05-10,High Price,Commercial,None,48
625,6150,2025-07-19,Poor Support,Service,None,63
626,6154,2025-03-01,Poor Support,Service,None,65
627,6156,2025-07-13,High Price,Commercial,None,52
628,6157,2025-05-05,Personal Reasons,Other,None,48
629,6164,2025-12-24,Poor Network,Service,None,50
630,6176,2025-09-05,Competitor Offer,Commercial,Vi,61
631,6211,2025-06-10,Poor Network,Service,None,97
632,6217,2025-05-30,Poor Network,Service,None,68
633,6219,2025-09-29,Personal Reasons,Other,None,45
634,6233,2025-09-10,Personal Reasons,Other,None,14
635,6246,2025-10-15,Competitor Offer,Commercial,Vi,39
636,6253,2025-11-29,Personal Reasons,Other,None,67
637,6265,2025-07-18,Service Quality,Service,None,64
638,6271,2025-04-26,Poor Network,Service,None,29
639,6280,2025-04-29,Competitor Offer,Commercial,Jio,32
640,6286,2025-09-23,Poor Support,Service,None,103
641,6291,2025-05-23,High Price,Commercial,None,47
642,6298,2025-04-24,Poor Network,Service,None,27
643,6315,2025-04-03,Competitor Offer,Commercial,Vi,45
644,6369,2025-09-28,Service Quality,Service,None,24
645,6377,2025-09-05,Personal Reasons,Other,None,90
646,6388,2025-11-20,Service Quality,Service,None,30
647,6394,2025-12-06,Personal Reasons,Other,None,52
648,6406,2025-07-03,Competitor Offer,Commercial,BSNL,98
649,6408,2025-07-03,Relocation,Other,None,59
650,6412,2025-06-23,Personal Reasons,Other,None,55
651,6418,2025-12-18,Competitor Offer,Commercial,Jio,109
652,6421,2025-08-20,Service Quality,Service,None,112
653,6422,2025-08-03,Service Quality,Service,None,107
654,6437,2025-04-10,Service Quality,Service,None,68
655,6446,2025-11-20,Poor Support,Service,None,66
656,6459,2025-05-26,High Price,Commercial,None,47
657,6472,2025-06-09,Service Quality,Service,None,100
658,6473,2025-04-01,Poor Network,Service,None,37
659,6477,2025-03-31,Poor Network,Service,None,61
660,6488,2025-12-08,High Price,Commercial,None,54
661,6496,2025-07-27,Service Quality,Service,None,84
662,6501,2025-08-06,High Price,Commercial,None,102
663,6504,2025-09-08,Service Quality,Service,None,83
664,6516,2025-02-06,High Price,Commercial,None,90
665,6533,2025-10-29,Poor Network,Service,None,8
666,6534,2025-12-14,High Price,Commercial,None,62
667,6543,2025-07-22,Poor Support,Service,None,60
668,6552,2025-04-21,Poor Network,Service,None,50
669,6569,2025-04-25,Poor Support,Service,None,94
670,6585,2025-11-04,Poor Network,Service,None,58
671,6592,2025-02-06,Poor Support,Service,None,60
672,6606,2025-06-21,Relocation,Other,None,74
673,6625,2025-04-10,Poor Network,Service,None,57
674,6632,2025-10-10,Service Quality,Service,None,94
675,6634,2025-04-30,Relocation,Other,None,31
676,6639,2025-07-26,Poor Network,Service,None,78
677,6648,2025-07-19,Service Quality,Service,None,45
678,6651,2025-02-19,Poor Support,Service,None,24
679,6653,2025-02-24,Competitor Offer,Commercial,Jio,101
680,6656,2025-07-30,Relocation,Other,None,59
681,6675,2025-06-18,Poor Support,Service,None,34
682,6678,2025-04-02,Competitor Offer,Commercial,Airtel,103
683,6684,2025-07-09,High Price,Commercial,None,31
684,6711,2025-11-18,Competitor Offer,Commercial,Vi,66
685,6720,2025-09-11,Poor Support,Service,None,75
686,6727,2025-11-18,Service Quality,Service,None,68
687,6734,2025-02-28,Poor Network,Service,None,112
688,6754,2025-02-07,High Price,Commercial,None,23
689,6757,2025-10-24,Poor Support,Service,None,7
690,6771,2025-04-12,Personal Reasons,Other,None,55
691,6794,2025-03-31,Personal Reasons,Other,None,101
692,6802,2025-02-25,Relocation,Other,None,99
693,6803,2025-05-15,Poor Network,Service,None,107
694,6852,2025-11-21,High Price,Commercial,None,74
695,6857,2025-06-15,High Price,Commercial,None,90
696,6871,2025-11-03,Relocation,Other,None,82
697,6881,2025-10-04,Service Quality,Service,None,68
698,6884,2025-12-02,Personal Reasons,Other,None,78
699,6886,2025-07-22,Competitor Offer,Commercial,BSNL,37
700,6895,2025-02-15,Personal Reasons,Other,None,53
701,6911,2025-12-25,High Price,Commercial,None,70
702,6913,2025-11-14,High Price,Commercial,None,34
703,6914,2025-03-14,Relocation,Other,None,53
704,6943,2025-03-12,Service Quality,Service,None,92
705,6945,2025-04-18,Poor Support,Service,None,10
706,6946,2025-10-08,High Price,Commercial,None,31
707,6965,2025-03-03,Service Quality,Service,None,62
708,6989,2025-08-29,Service Quality,Service,None,64
709,6994,2025-02-18,Relocation,Other,None,77
710,6995,2025-12-12,Personal Reasons,Other,None,61
711,6996,2025-09-08,Competitor Offer,Commercial,BSNL,14
712,6998,2025-12-17,Poor Support,Service,None,65
713,7006,2025-04-10,Poor Network,Service,None,28
714,7072,2025-11-04,Relocation,Other,None,45
715,7077,2025-12-08,Poor Support,Service,None,70
716,7082,2025-10-01,High Price,Commercial,None,74
717,7083,2025-07-27,Poor Network,Service,None,66
718,7096,2025-08-23,Relocation,Other,None,64
719,7097,2025-07-16,Relocation,Other,None,66
720,7106,2025-06-08,Personal Reasons,Other,None,110
721,7111,2025-10-16,Competitor Offer,Commercial,Jio,48
722,7134,2025-05-08,Competitor Offer,Commercial,BSNL,89
723,7135,2025-06-15,Poor Network,Service,None,83
724,7137,2025-04-01,Poor Support,Service,None,53
725,7147,2025-02-19,High Price,Commercial,None,41
726,7148,2025-09-30,Poor Network,Service,None,86
727,7156,2025-08-16,High Price,Commercial,None,108
728,7169,2025-10-11,High Price,Commercial,None,38
729,7207,2025-05-23,Poor Support,Service,None,22
730,7223,2025-08-12,Competitor Offer,Commercial,Airtel,70
731,7235,2025-04-28,Poor Network,Service,None,63
732,7242,2025-02-16,Poor Network,Service,None,110
733,7262,2025-02-07,Relocation,Other,None,15
734,7287,2025-04-10,High Price,Commercial,None,69
735,7295,2025-05-31,Poor Support,Service,None,60
736,7296,2025-02-04,Poor Network,Service,None,22
737,7299,2025-03-31,Personal Reasons,Other,None,113
738,7304,2025-07-18,Poor Network,Service,None,59
739,7312,2025-09-23,Service Quality,Service,None,19
740,7313,2025-09-12,Poor Support,Service,None,67
741,7315,2025-09-26,Personal Reasons,Other,None,70
742,7320,2025-05-15,Poor Network,Service,None,51
743,7334,2025-05-22,Poor Network,Service,None,99
744,7335,2025-09-11,Poor Support,Service,None,39
745,7345,2025-03-30,Poor Support,Service,None,31
746,7360,2025-02-17,Relocation,Other,None,34
747,7361,2025-04-25,Personal Reasons,Other,None,16
748,7365,2025-06-13,Relocation,Other,None,113
749,7367,2025-02-22,Relocation,Other,None,51
750,7375,2025-12-03,Poor Support,Service,None,35
751,7406,2025-06-08,Relocation,Other,None,38
752,7410,2025-06-13,Competitor Offer,Commercial,BSNL,55
753,7412,2025-02-18,High Price,Commercial,None,86
754,7413,2025-12-25,High Price,Commercial,None,37
755,7416,2025-11-23,Personal Reasons,Other,None,69
756,7432,2025-03-21,Poor Support,Service,None,13
757,7442,2025-02-18,Poor Support,Service,None,8
758,7443,2025-02-08,Personal Reasons,Other,None,79
759,7454,2025-06-21,Personal Reasons,Other,None,119
760,7458,2025-02-23,Service Quality,Service,None,23
761,7471,2025-07-06,Relocation,Other,None,29
762,7478,2025-04-24,Personal Reasons,Other,None,8
763,7481,2025-11-21,Poor Network,Service,None,92
764,7483,2025-02-10,Service Quality,Service,None,31
765,7496,2025-07-05,Competitor Offer,Commercial,Jio,32
766,7513,2025-05-10,Service Quality,Service,None,5
767,7516,2025-03-16,Poor Network,Service,None,24
768,7519,2025-03-08,High Price,Commercial,None,90
769,7522,2025-07-06,Service Quality,Service,None,37
770,7531,2025-04-09,Service Quality,Service,None,19
771,7537,2025-06-29,Relocation,Other,None,29
772,7541,2025-07-19,Service Quality,Service,None,107
773,7554,2025-12-08,Poor Support,Service,None,81
774,7560,2025-12-11,Poor Support,Service,None,113
775,7569,2025-08-12,Competitor Offer,Commercial,BSNL,95
776,7571,2025-06-21,Poor Support,Service,None,35
777,7591,2025-05-24,Service Quality,Service,None,77
778,7595,2025-06-14,Poor Support,Service,None,110
779,7608,2025-06-23,Relocation,Other,None,92
780,7610,2025-10-30,Competitor Offer,Commercial,Airtel,84
781,7611,2025-02-08,Personal Reasons,Other,None,72
782,7613,2025-09-14,Poor Support,Service,None,22
783,7623,2025-04-01,Service Quality,Service,None,27
784,7632,2025-08-20,Personal Reasons,Other,None,84
785,7645,2025-07-23,Poor Network,Service,None,112
786,7661,2025-12-20,Relocation,Other,None,90
787,7662,2025-05-07,High Price,Commercial,None,67
788,7675,2025-08-15,Relocation,Other,None,10
789,7682,2025-11-13,Relocation,Other,None,95
790,7684,2025-06-02,High Price,Commercial,None,91
791,7698,2025-07-12,Relocation,Other,None,75
792,7736,2025-02-05,Relocation,Other,None,55
793,7741,2025-03-12,Personal Reasons,Other,None,12
794,7746,2025-05-09,Relocation,Other,None,114
795,7758,2025-11-20,Service Quality,Service,None,64
796,7762,2025-11-30,Poor Support,Service,None,18
797,7770,2025-08-31,Competitor Offer,Commercial,Airtel,30
798,7776,2025-02-11,Poor Network,Service,None,70
799,7778,2025-07-15,Relocation,Other,None,19
800,7781,2025-06-16,Competitor Offer,Commercial,Vi,77
801,7784,2025-08-10,Poor Network,Service,None,88
802,7786,2025-06-18,Service Quality,Service,None,57
803,7791,2025-02-16,Personal Reasons,Other,None,109
804,7800,2025-09-19,Poor Network,Service,None,30
805,7810,2025-05-15,Poor Network,Service,None,11
806,7821,2025-07-25,Personal Reasons,Other,None,72
807,7827,2025-09-05,High Price,Commercial,None,101
808,7828,2025-10-31,Competitor Offer,Commercial,BSNL,5
809,7831,2025-04-05,Poor Network,Service,None,90
810,7838,2025-05-29,Service Quality,Service,None,93
811,7842,2025-11-24,Poor Support,Service,None,70
812,7843,2025-03-30,Relocation,Other,None,116
813,7844,2025-07-26,High Price,Commercial,None,29
814,7853,2025-10-16,Service Quality,Service,None,21
815,7859,2025-08-21,Competitor Offer,Commercial,BSNL,56
816,7870,2025-09-30,Personal Reasons,Other,None,87
817,7893,2025-02-19,Poor Support,Service,None,7
818,7895,2025-03-26,Service Quality,Service,None,35
819,7904,2025-04-30,Poor Network,Service,None,39
820,7908,2025-12-29,Poor Support,Service,None,29
821,7911,2025-05-07,Service Quality,Service,None,72
822,7912,2025-05-24,Competitor Offer,Commercial,Airtel,12
823,7922,2025-04-08,Poor Network,Service,None,77
824,7930,2025-08-12,Personal Reasons,Other,None,116
825,7931,2025-10-09,Relocation,Other,None,61
826,7969,2025-11-11,Service Quality,Service,None,58
827,7977,2025-04-16,Poor Support,Service,None,75
828,7978,2025-05-25,High Price,Commercial,None,37
829,8004,2025-12-09,Poor Network,Service,None,19
830,8011,2025-10-11,Competitor Offer,Commercial,BSNL,47
831,8024,2025-03-28,Service Quality,Service,None,63
832,8028,2025-06-28,Poor Network,Service,None,74
833,8036,2025-05-04,Competitor Offer,Commercial,BSNL,117
834,8039,2025-06-06,Relocation,Other,None,83
835,8046,2025-10-23,Competitor Offer,Commercial,BSNL,101
836,8053,2025-12-11,Service Quality,Service,None,67
837,8061,2025-10-15,High Price,Commercial,None,70
838,8064,2025-10-12,Competitor Offer,Commercial,Vi,22
839,8079,2025-03-31,Poor Network,Service,None,84
840,8080,2025-07-01,High Price,Commercial,None,48
841,8087,2025-09-02,Personal Reasons,Other,None,33
842,8092,2025-12-14,High Price,Commercial,None,70
843,8099,2025-12-01,High Price,Commercial,None,96
844,8110,2025-05-10,High Price,Commercial,None,105
845,8120,2025-02-21,High Price,Commercial,None,29
846,8121,2025-11-25,Relocation,Other,None,8
847,8123,2025-02-02,High Price,Commercial,None,8
848,8131,2025-05-12,Personal Reasons,Other,None,80
849,8167,2025-07-06,Poor Network,Service,None,32
850,8171,2025-09-27,High Price,Commercial,None,32
851,8180,2025-09-14,Competitor Offer,Commercial,Airtel,45
852,8190,2025-11-12,Competitor Offer,Commercial,Airtel,11
853,8193,2025-05-23,High Price,Commercial,None,23
854,8199,2025-11-09,Competitor Offer,Commercial,Vi,78
855,8228,2025-11-29,Poor Network,Service,None,21
856,8241,2025-10-07,Poor Support,Service,None,89
857,8290,2025-03-26,Poor Network,Service,None,9
858,8303,2025-10-23,Personal Reasons,Other,None,80
859,8304,2025-04-25,High Price,Commercial,None,6
860,8314,2025-02-24,Poor Network,Service,None,42
861,8350,2025-11-26,Competitor Offer,Commercial,Jio,96
862,8387,2025-03-02,Poor Network,Service,None,73
863,8390,2025-06-12,Poor Network,Service,None,45
864,8402,2025-08-18,Competitor Offer,Commercial,Jio,6
865,8414,2025-06-24,Service Quality,Service,None,94
866,8427,2025-08-19,Poor Support,Service,None,57
867,8440,2025-04-01,Poor Support,Service,None,34
868,8449,2025-03-26,Poor Network,Service,None,10
869,8455,2025-08-02,Poor Network,Service,None,40
870,8510,2025-09-27,Poor Network,Service,None,31
871,8513,2025-10-18,Poor Network,Service,None,111
872,8523,2025-03-25,Service Quality,Service,None,59
873,8535,2025-10-01,Poor Network,Service,None,16
874,8554,2025-03-18,Competitor Offer,Commercial,Jio,60
875,8564,2025-09-18,Competitor Offer,Commercial,Vi,19
876,8606,2025-08-21,Service Quality,Service,None,62
877,8607,2025-08-20,Service Quality,Service,None,77
878,8618,2025-07-04,Competitor Offer,Commercial,Vi,81
879,8627,2025-09-18,Competitor Offer,Commercial,BSNL,67
880,8634,2025-08-27,Personal Reasons,Other,None,111
881,8643,2025-10-09,Poor Support,Service,None,80
882,8665,2025-10-03,High Price,Commercial,None,20
883,8678,2025-03-05,Personal Reasons,Other,None,113
884,8684,2025-09-16,Personal Reasons,Other,None,47
885,8702,2025-02-05,Relocation,Other,None,13
886,8709,2025-03-05,High Price,Commercial,None,49
887,8712,2025-09-22,Poor Support,Service,None,13
888,8713,2025-05-16,Personal Reasons,Other,None,13
889,8717,2025-08-20,Poor Support,Service,None,42
890,8726,2025-08-22,Poor Support,Service,None,11
891,8744,2025-11-17,Poor Network,Service,None,69
892,8750,2025-08-11,Service Quality,Service,None,93
893,8758,2025-08-25,High Price,Commercial,None,107
894,8769,2025-09-11,Relocation,Other,None,106
895,8792,2025-02-10,Relocation,Other,None,24
